Betweeness Centrality on all courses within file

The betweenness centrality of START is 0
The betweenness centrality of END is 0
The betweenness centrality of ANSC 444 is 0.000256016
The betweenness centrality of ANSC 445 is 0.1
The betweenness centrality of ANSC 446 is 0.375496
The betweenness centrality of IB 204 is 46.5
The betweenness centrality of ANSC 448 is 0.2
The betweenness centrality of ANSC 449 is 0.25
The betweenness centrality of IB 444 is 12
The betweenness centrality of ANSC 450 is 1
The betweenness centrality of ANSC 451 is 1.97619
The betweenness centrality of MCB 100 is 7.83333
The betweenness centrality of MCB 300 is 87.65
The betweenness centrality of MCB 424 is 8.4
The betweenness centrality of ANSC 452 is 0.620635
The betweenness centrality of ANSC 454 is 1.34286
The betweenness centrality of ANSC 471 is 0.000256016
The betweenness centrality of ANSC 498 is 1
The betweenness centrality of ANSC 499 is 0.000256016
The betweenness centrality of ANSC 520 is 6
The betweenness centrality of MCB 450 is 331.197
The betweenness centrality of ANSC 521 is 0.828968
The betweenness centrality of FSHN 426 is 14.5
The betweenness centrality of MCB 244 is 17.5833
The betweenness centrality of MCB 246 is 12.5833
The betweenness centrality of ANSC 522 is 1.54167
The betweenness centrality of ANSC 523 is 0.000256016
The betweenness centrality of ANSC 524 is 0.000256016
The betweenness centrality of ANSC 525 is 0.000256016
The betweenness centrality of ANSC 526 is 0.333333
The betweenness centrality of ANSC 541 is 0.1
The betweenness centrality of ANSC 543 is 0.174542
The betweenness centrality of MATH 461 is 39.75
The betweenness centrality of ANSC 590 is 0.000256016
The betweenness centrality of ANSC 591 is 0.000256016
The betweenness centrality of ANSC 593 is 0.000256016
The betweenness centrality of ANSC 599 is 0.000256016
The betweenness centrality of ANTH 101 is 0.000256016
The betweenness centrality of ANTH 103 is 0.5
The betweenness centrality of ANTH 104 is 0.5
The betweenness centrality of ANTH 105 is 1
The betweenness centrality of ANTH 106 is 0.000256016
The betweenness centrality of ANTH 108 is 0.000256016
The betweenness centrality of ANTH 109 is 0.000256016
The betweenness centrality of ANTH 110 is 0.000256016
The betweenness centrality of ANTH 126 is 0.000256016
The betweenness centrality of ANTH 130 is 0.000256016
The betweenness centrality of ANTH 143 is 5.5
The betweenness centrality of ANTH 160 is 0.000256016
The betweenness centrality of ANTH 175 is 0.000256016
The betweenness centrality of ANTH 180 is 0.000256016
The betweenness centrality of ANTH 182 is 0.000256016
The betweenness centrality of ANTH 199 is 0.000256016
The betweenness centrality of ANTH 210 is 0.000256016
The betweenness centrality of ANTH 220 is 18
The betweenness centrality of ANTH 224 is 0.000256016
The betweenness centrality of ANTH 230 is 5
The betweenness centrality of ANTH 240 is 21
The betweenness centrality of ANTH 241 is 0.000256016
The betweenness centrality of ANTH 243 is 0
The betweenness centrality of ANTH 246 is 1
The betweenness centrality of ANTH 248 is 0.000256016
The betweenness centrality of ANTH 249 is 0.000256016
The betweenness centrality of ANTH 250 is 0.000256016
The betweenness centrality of ANTH 259 is 0.000256016
The betweenness centrality of ANTH 261 is 0.000256016
The betweenness centrality of ANTH 262 is 0.000256016
The betweenness centrality of ANTH 268 is 0.000256016
The betweenness centrality of ANTH 270 is 1
The betweenness centrality of ANTH 271 is 0.000256016
The betweenness centrality of ANTH 272 is 0.000256016
The betweenness centrality of ANTH 278 is 0.000256016
The betweenness centrality of ANTH 279 is 0.000256016
The betweenness centrality of ANTH 285 is 0.000256016
The betweenness centrality of ANTH 342 is 0.000256016
The betweenness centrality of ANTH 343 is 0.5
The betweenness centrality of ANTH 346 is 1.25
The betweenness centrality of ANTH 347 is 4
The betweenness centrality of ANTH 358 is 0.25
The betweenness centrality of ANTH 360 is 0.330891
The betweenness centrality of IB 302 is 22.5
The betweenness centrality of MCB 250 is 460.693
The betweenness centrality of ANTH 361 is 0.000256016
The betweenness centrality of ANTH 364 is 0.000256016
The betweenness centrality of ANTH 368 is 0.000256016
The betweenness centrality of ANTH 370 is 0.000256016
The betweenness centrality of ANTH 372 is 1.5
The betweenness centrality of ANTH 374 is 0.000256016
The betweenness centrality of ANTH 379 is 1.16667
The betweenness centrality of ANTH 260 is 0
The betweenness centrality of ANTH 390 is 0.000256016
The betweenness centrality of ANTH 399 is 0.000256016
The betweenness centrality of ANTH 403 is 0.000256016
The betweenness centrality of ANTH 404 is 0.000256016
The betweenness centrality of ANTH 407 is 0.000256016
The betweenness centrality of ANTH 408 is 2
The betweenness centrality of ANTH 440 is 6
The betweenness centrality of ANTH 443 is 0
The betweenness centrality of ANTH 456 is 0
The betweenness centrality of ANTH 411 is 0.000256016
The betweenness centrality of ANTH 414 is 0.000256016
The betweenness centrality of ANTH 423 is 0.166667
The betweenness centrality of ANTH 432 is 0.139423
The betweenness centrality of IB 150 is 30.0333
The betweenness centrality of ANTH 438 is 2
The betweenness centrality of ANTH 441 is 2
The betweenness centrality of ANTH 444 is 0.25
The betweenness centrality of ANTH 445 is 0.25
The betweenness centrality of ANTH 447 is 1
The betweenness centrality of ANTH 448 is 0.111111
The betweenness centrality of ANTH 449 is 0.111111
The betweenness centrality of ANTH 450 is 0.111111
The betweenness centrality of ANTH 452 is 0.111111
The betweenness centrality of ANTH 453 is 0.111111
The betweenness centrality of ANTH 454 is 0.000256016
The betweenness centrality of ANTH 455 is 0.25
The betweenness centrality of ANTH 459 is 1
The betweenness centrality of ANTH 460 is 0.611111
The betweenness centrality of ANTH 300 is 0
The betweenness centrality of ANTH 461 is 0.111111
The betweenness centrality of ANTH 462 is 0.5
The betweenness centrality of ANTH 471 is 0.666667
The betweenness centrality of ANTH 479 is 0.1
The betweenness centrality of ANTH 485 is 0.000256016
The betweenness centrality of ANTH 488 is 1.16667
The betweenness centrality of ANTH 494 is 0.000256016
The betweenness centrality of ANTH 495 is 0.000256016
The betweenness centrality of ANTH 496 is 0.166667
The betweenness centrality of ANTH 497 is 0.166667
The betweenness centrality of ANTH 498 is 0.000256016
The betweenness centrality of ANTH 499 is 0.000256016
The betweenness centrality of ANTH 511 is 0.000256016
The betweenness centrality of ANTH 512 is 0.000256016
The betweenness centrality of ANTH 514 is 0.000256016
The betweenness centrality of ANTH 515 is 0.000256016
The betweenness centrality of ANTH 540 is 2
The betweenness centrality of ANTH 557 is 0.000256016
The betweenness centrality of ANTH 565 is 0.000256016
The betweenness centrality of ANTH 570 is 0.000256016
The betweenness centrality of ANTH 589 is 0.000256016
The betweenness centrality of ANTH 590 is 0.000256016
The betweenness centrality of ANTH 599 is 0.000256016
The betweenness centrality of ARAB 150 is 0.000256016
The betweenness centrality of ARAB 201 is 0.000256016
The betweenness centrality of ARAB 202 is 5
The betweenness centrality of ARAB 210 is 1
The betweenness centrality of ARAB 211 is 1
The betweenness centrality of ARAB 403 is 9
The betweenness centrality of ARAB 404 is 11
The betweenness centrality of ARAB 405 is 11
The betweenness centrality of ARAB 406 is 2
The betweenness centrality of ARAB 408 is 4
The betweenness centrality of ARAB 407 is 0
The betweenness centrality of ARAB 409 is 6
The betweenness centrality of ARAB 410 is 6
The betweenness centrality of ARAB 412 is 2
The betweenness centrality of ARAB 413 is 0.000256016
The betweenness centrality of ARAB 490 is 4
The betweenness centrality of ARCH 171 is 3.05
The betweenness centrality of ARCH 172 is 0.65
The betweenness centrality of ARCH 199 is 0.000256016
The betweenness centrality of ARCH 210 is 5
The betweenness centrality of ARCH 222 is 0.000256016
The betweenness centrality of ARCH 231 is 5
The betweenness centrality of ARCH 232 is 24
The betweenness centrality of MATH 231 is 1251.52
The betweenness centrality of PHYS 101 is 12.0528
The betweenness centrality of ARCH 273 is 0.65
The betweenness centrality of ARCH 274 is 0.65
The betweenness centrality of ARCH 314 is 0.000256016
The betweenness centrality of ARCH 321 is 0.000256016
The betweenness centrality of ARCH 371 is 11.6
The betweenness centrality of ARCH 372 is 1.4
The betweenness centrality of ARCH 400 is 0.000256016
The betweenness centrality of ARCH 401 is 0.000256016
The betweenness centrality of ARCH 407 is 0.000256016
The betweenness centrality of ARCH 409 is 0.2
The betweenness centrality of ARCH 412 is 0.7
The betweenness centrality of ARTH 111 is 0
The betweenness centrality of ARCH 416 is 0.7
The betweenness centrality of ARTH 112 is 0
The betweenness centrality of ARCH 417 is 0.7
The betweenness centrality of ARCH 424 is 0.000256016
The betweenness centrality of ARCH 433 is 0
The betweenness centrality of ARCH 434 is 1
The betweenness centrality of ARCH 435 is 3
The betweenness centrality of ARCH 452 is 10
The betweenness centrality of ARCH 352 is 0
The betweenness centrality of ARCH 468 is 0.000256016
The betweenness centrality of ARCH 471 is 6
The betweenness centrality of ARCH 472 is 10
The betweenness centrality of ARCH 233 is 0
The betweenness centrality of ARCH 473 is 12
The betweenness centrality of ARCH 474 is 6
The betweenness centrality of ARCH 475 is 10
The betweenness centrality of ARCH 374 is 0
The betweenness centrality of ARCH 476 is 5
The betweenness centrality of ARCH 481 is 0.000256016
The betweenness centrality of ARCH 482 is 0.000256016
The betweenness centrality of ARCH 483 is 0.000256016
The betweenness centrality of ARCH 484 is 0.000256016
The betweenness centrality of ARCH 491 is 0.000256016
The betweenness centrality of ARCH 498 is 0.000256016
The betweenness centrality of ARCH 499 is 0.000256016
The betweenness centrality of ARCH 501 is 0.000256016
The betweenness centrality of ARCH 510 is 0.000256016
The betweenness centrality of ARCH 517 is 1
The betweenness centrality of ARCH 521 is 0.000256016
The betweenness centrality of ARCH 536 is 14
The betweenness centrality of ARCH 537 is 1
The betweenness centrality of ARCH 544 is 0.000256016
The betweenness centrality of ARCH 550 is 2
The betweenness centrality of ARCH 551 is 17
The betweenness centrality of ARCH 451 is 0
The betweenness centrality of ARCH 552 is 3
The betweenness centrality of ARCH 553 is 7
The betweenness centrality of ARCH 560 is 4
The betweenness centrality of ARCH 554 is 1
The betweenness centrality of ARCH 555 is 0
The betweenness centrality of ARCH 556 is 5
The betweenness centrality of ARCH 557 is 1.5
The betweenness centrality of ARCH 558 is 1
The betweenness centrality of ARCH 563 is 0.333333
The betweenness centrality of ARCH 571 is 0.000256016
The betweenness centrality of ARCH 572 is 0.000256016
The betweenness centrality of ARCH 573 is 0.000256016
The betweenness centrality of ARCH 574 is 0.5
The betweenness centrality of ARCH 576 is 0.000256016
The betweenness centrality of ARCH 577 is 1
The betweenness centrality of ARCH 589 is 0.000256016
The betweenness centrality of ARCH 590 is 0.000256016
The betweenness centrality of ARCH 591 is 0.000256016
The betweenness centrality of ARCH 592 is 0.000256016
The betweenness centrality of ARCH 593 is 0.000256016
The betweenness centrality of ARCH 594 is 0.000256016
The betweenness centrality of ARCH 595 is 0.000256016
The betweenness centrality of ARCH 596 is 0.000256016
The betweenness centrality of ARCH 597 is 0.000256016
The betweenness centrality of ARCH 598 is 4
The betweenness centrality of ARCH 505 is 0
The betweenness centrality of LA 505 is 0.333333
The betweenness centrality of LA 563 is 0.333333
The betweenness centrality of ARCH 599 is 0.000256016
The betweenness centrality of ART 102 is 0.000256016
The betweenness centrality of ART 103 is 0.000256016
The betweenness centrality of ART 104 is 0.000256016
The betweenness centrality of ART 140 is 0.000256016
The betweenness centrality of ART 150 is 0.000256016
The betweenness centrality of ART 151 is 0.000256016
The betweenness centrality of ART 152 is 0.000256016
The betweenness centrality of ART 154 is 0.000256016
The betweenness centrality of ART 155 is 0.000256016
The betweenness centrality of ART 160 is 0.000256016
The betweenness centrality of ART 191 is 0.000256016
The betweenness centrality of ART 199 is 0.000256016
The betweenness centrality of ART 201 is 0.000256016
The betweenness centrality of ART 299 is 0.000256016
The betweenness centrality of ART 310 is 0.000256016
The betweenness centrality of ARTD 101 is 0.000256016
The betweenness centrality of ARTD 151 is 0.000256016
The betweenness centrality of ARTD 160 is 0.000256016
The betweenness centrality of ARTD 201 is 6
The betweenness centrality of ARTD 202 is 8
The betweenness centrality of ARTD 209 is 0.000256016
The betweenness centrality of ARTD 217 is 0.000256016
The betweenness centrality of ARTD 218 is 0.000256016
The betweenness centrality of ARTD 222 is 3
The betweenness centrality of ARTD 225 is 6
The betweenness centrality of ARTD 228 is 0.000256016
The betweenness centrality of ARTD 230 is 0.000256016
The betweenness centrality of ARTD 251 is 0.000256016
The betweenness centrality of ARTD 260 is 2
The betweenness centrality of ARTD 261 is 3
